part_id,part_name,component_name,city,state,latitude,longitude,demand_intensity
28,Brakes for Audi Q7 2011,brakes,Austin,TX,30.2672,-97.7431,0.33
28,Brakes for Audi Q7 2011,brakes,Portland,OR,45.5051,-122.675,0.32
28,Brakes for Audi Q7 2011,brakes,New York,NY,40.7128,-74.006,0.32
109,Spark Plugs for Chevrolet Suburban 2022,spark plugs,Jacksonville,FL,30.3322,-81.6557,0.33
109,Spark Plugs for Chevrolet Suburban 2022,spark plugs,Las Vegas,NV,36.1699,-115.1398,0.32
109,Spark Plugs for Chevrolet Suburban 2022,spark plugs,San Diego,CA,32.7157,-117.1611,0.32
6,Brakes for Kia Sportage 2023,brakes,San Diego,CA,32.7157,-117.1611,0.33
6,Brakes for Kia Sportage 2023,brakes,San Jose,CA,37.3382,-121.8863,0.32
6,Brakes for Kia Sportage 2023,brakes,Portland,OR,45.5051,-122.675,0.33
224,Starters for Kia Sportage 2023,starters,Austin,TX,30.2672,-97.7431,0.32
224,Starters for Kia Sportage 2023,starters,Phoenix,AZ,33.4484,-112.074,0.33
224,Starters for Kia Sportage 2023,starters,San Jose,CA,37.3382,-121.8863,0.33
24,Brakes for Chevrolet Suburban 2022,brakes,Chicago,IL,41.8781,-87.6298,0.32
24,Brakes for Chevrolet Suburban 2022,brakes,Denver,CO,39.7392,-104.9903,0.32
24,Brakes for Chevrolet Suburban 2022,brakes,Austin,TX,30.2672,-97.7431,0.33
221,Starters for Nissan Sentra 2023,starters,San Antonio,TX,29.4241,-98.4936,0.33
221,Starters for Nissan Sentra 2023,starters,Miami,FL,25.7617,-80.1918,0.33
221,Starters for Nissan Sentra 2023,starters,Philadelphia,PA,39.9526,-75.1652,0.33
93,Spark Plugs for Nissan Sentra 2023,spark plugs,Phoenix,AZ,33.4484,-112.074,0.32
93,Spark Plugs for Nissan Sentra 2023,spark plugs,San Diego,CA,32.7157,-117.1611,0.33
93,Spark Plugs for Nissan Sentra 2023,spark plugs,Portland,OR,45.5051,-122.675,0.33
134,Tires for Nissan Sentra 2023,tires,Las Vegas,NV,36.1699,-115.1398,0.32
134,Tires for Nissan Sentra 2023,tires,Austin,TX,30.2672,-97.7431,0.33
134,Tires for Nissan Sentra 2023,tires,Phoenix,AZ,33.4484,-112.074,0.33
283,Fuel Pumps for Nissan Sentra 2023,fuel pumps,Dallas,TX,32.7767,-96.797,0.33
283,Fuel Pumps for Nissan Sentra 2023,fuel pumps,San Diego,CA,32.7157,-117.1611,0.33
283,Fuel Pumps for Nissan Sentra 2023,fuel pumps,Denver,CO,39.7392,-104.9903,0.32
140,Tires for Chevrolet Suburban 2022,tires,San Antonio,TX,29.4241,-98.4936,0.32
140,Tires for Chevrolet Suburban 2022,tires,Austin,TX,30.2672,-97.7431,0.32
140,Tires for Chevrolet Suburban 2022,tires,Jacksonville,FL,30.3322,-81.6557,0.33
112,Spark Plugs for Kia Sportage 2023,spark plugs,Houston,TX,29.7604,-95.3698,0.32
112,Spark Plugs for Kia Sportage 2023,spark plugs,New York,NY,40.7128,-74.006,0.32
112,Spark Plugs for Kia Sportage 2023,spark plugs,Phoenix,AZ,33.4484,-112.074,0.33
226,Starters for Chevrolet Suburban 2022,starters,Houston,TX,29.7604,-95.3698,0.33
226,Starters for Chevrolet Suburban 2022,starters,Chicago,IL,41.8781,-87.6298,0.33
226,Starters for Chevrolet Suburban 2022,starters,Jacksonville,FL,30.3322,-81.6557,0.32
164,Oil Filters for Nissan Sentra 2023,oil filters,Atlanta,GA,33.749,-84.388,0.33
164,Oil Filters for Nissan Sentra 2023,oil filters,Las Vegas,NV,36.1699,-115.1398,0.33
164,Oil Filters for Nissan Sentra 2023,oil filters,Philadelphia,PA,39.9526,-75.1652,0.33
158,Oil Filters for Chevrolet Suburban 2022,oil filters,San Antonio,TX,29.4241,-98.4936,0.33
158,Oil Filters for Chevrolet Suburban 2022,oil filters,Chicago,IL,41.8781,-87.6298,0.32
158,Oil Filters for Chevrolet Suburban 2022,oil filters,Austin,TX,30.2672,-97.7431,0.33
155,Oil Filters for Kia Sportage 2023,oil filters,Las Vegas,NV,36.1699,-115.1398,0.32
155,Oil Filters for Kia Sportage 2023,oil filters,Dallas,TX,32.7767,-96.797,0.33
155,Oil Filters for Kia Sportage 2023,oil filters,Seattle,WA,47.6062,-122.3321,0.32
3,Brakes for Nissan Sentra 2023,brakes,Houston,TX,29.7604,-95.3698,0.32
3,Brakes for Nissan Sentra 2023,brakes,Miami,FL,25.7617,-80.1918,0.33
3,Brakes for Nissan Sentra 2023,brakes,Jacksonville,FL,30.3322,-81.6557,0.32
278,Fuel Pumps for Kia Sportage 2023,fuel pumps,San Diego,CA,32.7157,-117.1611,0.33
278,Fuel Pumps for Kia Sportage 2023,fuel pumps,Denver,CO,39.7392,-104.9903,0.33
278,Fuel Pumps for Kia Sportage 2023,fuel pumps,Philadelphia,PA,39.9526,-75.1652,0.32
144,Tires for Kia Sportage 2023,tires,Chicago,IL,41.8781,-87.6298,0.33
144,Tires for Kia Sportage 2023,tires,Houston,TX,29.7604,-95.3698,0.33
144,Tires for Kia Sportage 2023,tires,San Jose,CA,37.3382,-121.8863,0.33
300,Fuel Pumps for Chevrolet Suburban 2022,fuel pumps,Chicago,IL,41.8781,-87.6298,0.32
300,Fuel Pumps for Chevrolet Suburban 2022,fuel pumps,Boston,MA,42.3601,-71.0589,0.33
300,Fuel Pumps for Chevrolet Suburban 2022,fuel pumps,New York,NY,40.7128,-74.006,0.33
85,Alternators for Chevrolet Suburban 2022,alternators,New York,NY,40.7128,-74.006,0.33
85,Alternators for Chevrolet Suburban 2022,alternators,Dallas,TX,32.7767,-96.797,0.32
85,Alternators for Chevrolet Suburban 2022,alternators,Las Vegas,NV,36.1699,-115.1398,0.33
259,Water Pumps for Nissan Sentra 2023,water pumps,Houston,TX,29.7604,-95.3698,0.33
259,Water Pumps for Nissan Sentra 2023,water pumps,Detroit,MI,42.3314,-83.0458,0.33
259,Water Pumps for Nissan Sentra 2023,water pumps,Miami,FL,25.7617,-80.1918,0.32
188,Air Filters for Kia Sportage 2023,air filters,San Diego,CA,32.7157,-117.1611,0.33
188,Air Filters for Kia Sportage 2023,air filters,Austin,TX,30.2672,-97.7431,0.32
188,Air Filters for Kia Sportage 2023,air filters,San Jose,CA,37.3382,-121.8863,0.33
57,Batteries for Nissan Sentra 2023,batteries,Houston,TX,29.7604,-95.3698,0.33
57,Batteries for Nissan Sentra 2023,batteries,Philadelphia,PA,39.9526,-75.1652,0.32
57,Batteries for Nissan Sentra 2023,batteries,Seattle,WA,47.6062,-122.3321,0.33
64,Alternators for Kia Sportage 2023,alternators,San Jose,CA,37.3382,-121.8863,0.33
64,Alternators for Kia Sportage 2023,alternators,San Diego,CA,32.7157,-117.1611,0.33
64,Alternators for Kia Sportage 2023,alternators,Chicago,IL,41.8781,-87.6298,0.32
195,Air Filters for Chevrolet Suburban 2022,air filters,Las Vegas,NV,36.1699,-115.1398,0.32
195,Air Filters for Chevrolet Suburban 2022,air filters,Los Angeles,CA,34.0522,-118.2437,0.33
195,Air Filters for Chevrolet Suburban 2022,air filters,Detroit,MI,42.3314,-83.0458,0.32
198,Air Filters for Nissan Sentra 2023,air filters,Chicago,IL,41.8781,-87.6298,0.32
198,Air Filters for Nissan Sentra 2023,air filters,Atlanta,GA,33.749,-84.388,0.33
198,Air Filters for Nissan Sentra 2023,air filters,Phoenix,AZ,33.4484,-112.074,0.32
252,Water Pumps for Chevrolet Suburban 2022,water pumps,Chicago,IL,41.8781,-87.6298,0.33
252,Water Pumps for Chevrolet Suburban 2022,water pumps,Portland,OR,45.5051,-122.675,0.32
252,Water Pumps for Chevrolet Suburban 2022,water pumps,San Diego,CA,32.7157,-117.1611,0.33
43,Batteries for Chevrolet Suburban 2022,batteries,Dallas,TX,32.7767,-96.797,0.33
43,Batteries for Chevrolet Suburban 2022,batteries,Boston,MA,42.3601,-71.0589,0.33
43,Batteries for Chevrolet Suburban 2022,batteries,Miami,FL,25.7617,-80.1918,0.32
40,Batteries for Kia Sportage 2023,batteries,Seattle,WA,47.6062,-122.3321,0.32
40,Batteries for Kia Sportage 2023,batteries,Los Angeles,CA,34.0522,-118.2437,0.32
40,Batteries for Kia Sportage 2023,batteries,Philadelphia,PA,39.9526,-75.1652,0.32
264,Water Pumps for Kia Sportage 2023,water pumps,Denver,CO,39.7392,-104.9903,0.32
264,Water Pumps for Kia Sportage 2023,water pumps,Chicago,IL,41.8781,-87.6298,0.33
264,Water Pumps for Kia Sportage 2023,water pumps,New York,NY,40.7128,-74.006,0.32
90,Alternators for Nissan Sentra 2023,alternators,Boston,MA,42.3601,-71.0589,0.33
90,Alternators for Nissan Sentra 2023,alternators,San Antonio,TX,29.4241,-98.4936,0.32
90,Alternators for Nissan Sentra 2023,alternators,Jacksonville,FL,30.3322,-81.6557,0.33
36,Batteries for Hyundai Santa Fe 2006,batteries,Los Angeles,CA,34.0522,-118.2437,0.32
36,Batteries for Hyundai Santa Fe 2006,batteries,Phoenix,AZ,33.4484,-112.074,0.33
36,Batteries for Hyundai Santa Fe 2006,batteries,Boston,MA,42.3601,-71.0589,0.32
184,Air Filters for Toyota Highlander 2013,air filters,Jacksonville,FL,30.3322,-81.6557,0.32
184,Air Filters for Toyota Highlander 2013,air filters,Las Vegas,NV,36.1699,-115.1398,0.32
184,Air Filters for Toyota Highlander 2013,air filters,Los Angeles,CA,34.0522,-118.2437,0.33
7,Brakes for Toyota Highlander 2013,brakes,Denver,CO,39.7392,-104.9903,0.32
7,Brakes for Toyota Highlander 2013,brakes,Miami,FL,25.7617,-80.1918,0.32
7,Brakes for Toyota Highlander 2013,brakes,Dallas,TX,32.7767,-96.797,0.33
86,Alternators for Hyundai Santa Fe 2006,alternators,Jacksonville,FL,30.3322,-81.6557,0.32
86,Alternators for Hyundai Santa Fe 2006,alternators,Boston,MA,42.3601,-71.0589,0.32
86,Alternators for Hyundai Santa Fe 2006,alternators,Portland,OR,45.5051,-122.675,0.33
229,Starters for Ford Focus 2023,starters,Atlanta,GA,33.749,-84.388,0.33
229,Starters for Ford Focus 2023,starters,Dallas,TX,32.7767,-96.797,0.32
229,Starters for Ford Focus 2023,starters,Chicago,IL,41.8781,-87.6298,0.32
285,Fuel Pumps for Toyota Highlander 2013,fuel pumps,Atlanta,GA,33.749,-84.388,0.32
285,Fuel Pumps for Toyota Highlander 2013,fuel pumps,Jacksonville,FL,30.3322,-81.6557,0.33
285,Fuel Pumps for Toyota Highlander 2013,fuel pumps,Chicago,IL,41.8781,-87.6298,0.33
14,Brakes for Hyundai Santa Fe 2006,brakes,Austin,TX,30.2672,-97.7431,0.33
14,Brakes for Hyundai Santa Fe 2006,brakes,Denver,CO,39.7392,-104.9903,0.32
14,Brakes for Hyundai Santa Fe 2006,brakes,Chicago,IL,41.8781,-87.6298,0.33
59,Batteries for Toyota Highlander 2013,batteries,Austin,TX,30.2672,-97.7431,0.33
59,Batteries for Toyota Highlander 2013,batteries,San Diego,CA,32.7157,-117.1611,0.33
59,Batteries for Toyota Highlander 2013,batteries,Miami,FL,25.7617,-80.1918,0.33
154,Oil Filters for Ford Focus 2023,oil filters,New York,NY,40.7128,-74.006,0.33
154,Oil Filters for Ford Focus 2023,oil filters,Houston,TX,29.7604,-95.3698,0.33
154,Oil Filters for Ford Focus 2023,oil filters,Jacksonville,FL,30.3322,-81.6557,0.33
167,Oil Filters for Audi Q5 2022,oil filters,Phoenix,AZ,33.4484,-112.074,0.33
167,Oil Filters for Audi Q5 2022,oil filters,San Antonio,TX,29.4241,-98.4936,0.33
167,Oil Filters for Audi Q5 2022,oil filters,Philadelphia,PA,39.9526,-75.1652,0.33
66,Alternators for Toyota Highlander 2013,alternators,Chicago,IL,41.8781,-87.6298,0.32
66,Alternators for Toyota Highlander 2013,alternators,Los Angeles,CA,34.0522,-118.2437,0.32
66,Alternators for Toyota Highlander 2013,alternators,New York,NY,40.7128,-74.006,0.32
50,Batteries for Ford Focus 2023,batteries,San Antonio,TX,29.4241,-98.4936,0.33
50,Batteries for Ford Focus 2023,batteries,Miami,FL,25.7617,-80.1918,0.32
50,Batteries for Ford Focus 2023,batteries,Houston,TX,29.7604,-95.3698,0.32
76,Alternators for Audi Q5 2022,alternators,Los Angeles,CA,34.0522,-118.2437,0.32
76,Alternators for Audi Q5 2022,alternators,Denver,CO,39.7392,-104.9903,0.32
76,Alternators for Audi Q5 2022,alternators,Las Vegas,NV,36.1699,-115.1398,0.32
27,Brakes for Ford Focus 2023,brakes,Los Angeles,CA,34.0522,-118.2437,0.32
27,Brakes for Ford Focus 2023,brakes,Austin,TX,30.2672,-97.7431,0.33
27,Brakes for Ford Focus 2023,brakes,Boston,MA,42.3601,-71.0589,0.33
118,Spark Plugs for Toyota Highlander 2013,spark plugs,Chicago,IL,41.8781,-87.6298,0.33
118,Spark Plugs for Toyota Highlander 2013,spark plugs,Portland,OR,45.5051,-122.675,0.32
118,Spark Plugs for Toyota Highlander 2013,spark plugs,Los Angeles,CA,34.0522,-118.2437,0.32
218,Starters for Audi Q5 2022,starters,Portland,OR,45.5051,-122.675,0.32
218,Starters for Audi Q5 2022,starters,Dallas,TX,32.7767,-96.797,0.32
218,Starters for Audi Q5 2022,starters,Austin,TX,30.2672,-97.7431,0.33
92,Spark Plugs for Audi Q5 2022,spark plugs,Los Angeles,CA,34.0522,-118.2437,0.33
92,Spark Plugs for Audi Q5 2022,spark plugs,Denver,CO,39.7392,-104.9903,0.32
92,Spark Plugs for Audi Q5 2022,spark plugs,Phoenix,AZ,33.4484,-112.074,0.32
231,Starters for Hyundai Santa Fe 2006,starters,Chicago,IL,41.8781,-87.6298,0.32
231,Starters for Hyundai Santa Fe 2006,starters,Miami,FL,25.7617,-80.1918,0.33
231,Starters for Hyundai Santa Fe 2006,starters,San Diego,CA,32.7157,-117.1611,0.33
99,Spark Plugs for Hyundai Santa Fe 2006,spark plugs,Chicago,IL,41.8781,-87.6298,0.32
99,Spark Plugs for Hyundai Santa Fe 2006,spark plugs,New York,NY,40.7128,-74.006,0.33
99,Spark Plugs for Hyundai Santa Fe 2006,spark plugs,Detroit,MI,42.3314,-83.0458,0.33
178,Oil Filters for Toyota Highlander 2013,oil filters,Boston,MA,42.3601,-71.0589,0.32
178,Oil Filters for Toyota Highlander 2013,oil filters,San Antonio,TX,29.4241,-98.4936,0.32
178,Oil Filters for Toyota Highlander 2013,oil filters,San Jose,CA,37.3382,-121.8863,0.32
169,Oil Filters for Hyundai Santa Fe 2006,oil filters,Austin,TX,30.2672,-97.7431,0.32
169,Oil Filters for Hyundai Santa Fe 2006,oil filters,Phoenix,AZ,33.4484,-112.074,0.32
169,Oil Filters for Hyundai Santa Fe 2006,oil filters,Detroit,MI,42.3314,-83.0458,0.32
33,Batteries for Audi Q5 2022,batteries,Portland,OR,45.5051,-122.675,0.32
33,Batteries for Audi Q5 2022,batteries,Detroit,MI,42.3314,-83.0458,0.33
33,Batteries for Audi Q5 2022,batteries,Chicago,IL,41.8781,-87.6298,0.33
77,Alternators for Ford Focus 2023,alternators,Jacksonville,FL,30.3322,-81.6557,0.33
77,Alternators for Ford Focus 2023,alternators,Austin,TX,30.2672,-97.7431,0.32
77,Alternators for Ford Focus 2023,alternators,Philadelphia,PA,39.9526,-75.1652,0.33
94,Spark Plugs for Ford Focus 2023,spark plugs,Phoenix,AZ,33.4484,-112.074,0.32
94,Spark Plugs for Ford Focus 2023,spark plugs,San Diego,CA,32.7157,-117.1611,0.32
94,Spark Plugs for Ford Focus 2023,spark plugs,Atlanta,GA,33.749,-84.388,0.32
293,Fuel Pumps for Audi Q5 2022,fuel pumps,New York,NY,40.7128,-74.006,0.32
293,Fuel Pumps for Audi Q5 2022,fuel pumps,Portland,OR,45.5051,-122.675,0.33
293,Fuel Pumps for Audi Q5 2022,fuel pumps,Boston,MA,42.3601,-71.0589,0.32
263,Water Pumps for Ford Focus 2023,water pumps,San Diego,CA,32.7157,-117.1611,0.33
263,Water Pumps for Ford Focus 2023,water pumps,Denver,CO,39.7392,-104.9903,0.32
263,Water Pumps for Ford Focus 2023,water pumps,New York,NY,40.7128,-74.006,0.32
279,Fuel Pumps for Ford Focus 2023,fuel pumps,Chicago,IL,41.8781,-87.6298,0.33
279,Fuel Pumps for Ford Focus 2023,fuel pumps,Atlanta,GA,33.749,-84.388,0.33
279,Fuel Pumps for Ford Focus 2023,fuel pumps,Portland,OR,45.5051,-122.675,0.32
2,Brakes for Audi Q5 2022,brakes,San Diego,CA,32.7157,-117.1611,0.32
2,Brakes for Audi Q5 2022,brakes,Philadelphia,PA,39.9526,-75.1652,0.33
2,Brakes for Audi Q5 2022,brakes,Seattle,WA,47.6062,-122.3321,0.32
239,Starters for Toyota Highlander 2013,starters,Las Vegas,NV,36.1699,-115.1398,0.32
239,Starters for Toyota Highlander 2013,starters,Atlanta,GA,33.749,-84.388,0.33
239,Starters for Toyota Highlander 2013,starters,Boston,MA,42.3601,-71.0589,0.32
261,Water Pumps for Hyundai Santa Fe 2006,water pumps,Las Vegas,NV,36.1699,-115.1398,0.33
261,Water Pumps for Hyundai Santa Fe 2006,water pumps,San Jose,CA,37.3382,-121.8863,0.32
261,Water Pumps for Hyundai Santa Fe 2006,water pumps,Portland,OR,45.5051,-122.675,0.33
203,Air Filters for Ford Focus 2023,air filters,Austin,TX,30.2672,-97.7431,0.33
203,Air Filters for Ford Focus 2023,air filters,San Jose,CA,37.3382,-121.8863,0.32
203,Air Filters for Ford Focus 2023,air filters,San Antonio,TX,29.4241,-98.4936,0.32
204,Air Filters for Hyundai Santa Fe 2006,air filters,Boston,MA,42.3601,-71.0589,0.32
204,Air Filters for Hyundai Santa Fe 2006,air filters,New York,NY,40.7128,-74.006,0.32
204,Air Filters for Hyundai Santa Fe 2006,air filters,Dallas,TX,32.7767,-96.797,0.33
246,Water Pumps for Audi Q5 2022,water pumps,Houston,TX,29.7604,-95.3698,0.32
246,Water Pumps for Audi Q5 2022,water pumps,Denver,CO,39.7392,-104.9903,0.33
246,Water Pumps for Audi Q5 2022,water pumps,Miami,FL,25.7617,-80.1918,0.33
146,Tires for Ford Focus 2023,tires,Denver,CO,39.7392,-104.9903,0.32
146,Tires for Ford Focus 2023,tires,Boston,MA,42.3601,-71.0589,0.33
146,Tires for Ford Focus 2023,tires,Jacksonville,FL,30.3322,-81.6557,0.32
196,Air Filters for Audi Q5 2022,air filters,San Jose,CA,37.3382,-121.8863,0.32
196,Air Filters for Audi Q5 2022,air filters,Houston,TX,29.7604,-95.3698,0.33
196,Air Filters for Audi Q5 2022,air filters,San Diego,CA,32.7157,-117.1611,0.32
147,Tires for Hyundai Santa Fe 2006,tires,San Diego,CA,32.7157,-117.1611,0.33
147,Tires for Hyundai Santa Fe 2006,tires,San Antonio,TX,29.4241,-98.4936,0.33
147,Tires for Hyundai Santa Fe 2006,tires,Miami,FL,25.7617,-80.1918,0.32
280,Fuel Pumps for Hyundai Santa Fe 2006,fuel pumps,Dallas,TX,32.7767,-96.797,0.33
280,Fuel Pumps for Hyundai Santa Fe 2006,fuel pumps,Philadelphia,PA,39.9526,-75.1652,0.32
280,Fuel Pumps for Hyundai Santa Fe 2006,fuel pumps,New York,NY,40.7128,-74.006,0.32
150,Tires for Toyota Highlander 2013,tires,Detroit,MI,42.3314,-83.0458,0.32
150,Tires for Toyota Highlander 2013,tires,Los Angeles,CA,34.0522,-118.2437,0.32
150,Tires for Toyota Highlander 2013,tires,Houston,TX,29.7604,-95.3698,0.32
148,Tires for Audi Q5 2022,tires,Houston,TX,29.7604,-95.3698,0.32
148,Tires for Audi Q5 2022,tires,Dallas,TX,32.7767,-96.797,0.33
148,Tires for Audi Q5 2022,tires,Philadelphia,PA,39.9526,-75.1652,0.32
260,Water Pumps for Toyota Highlander 2013,water pumps,Miami,FL,25.7617,-80.1918,0.33
260,Water Pumps for Toyota Highlander 2013,water pumps,Chicago,IL,41.8781,-87.6298,0.32
260,Water Pumps for Toyota Highlander 2013,water pumps,Philadelphia,PA,39.9526,-75.1652,0.33
124,Tires for Mercedes GLE 2016,tires,New York,NY,40.7128,-74.006,0.32
124,Tires for Mercedes GLE 2016,tires,Detroit,MI,42.3314,-83.0458,0.32
124,Tires for Mercedes GLE 2016,tires,Chicago,IL,41.8781,-87.6298,0.32
82,Alternators for Mercedes GLE 2016,alternators,Los Angeles,CA,34.0522,-118.2437,0.32
82,Alternators for Mercedes GLE 2016,alternators,Boston,MA,42.3601,-71.0589,0.32
82,Alternators for Mercedes GLE 2016,alternators,Philadelphia,PA,39.9526,-75.1652,0.32
202,Air Filters for Mercedes GLE 2016,air filters,Dallas,TX,32.7767,-96.797,0.33
202,Air Filters for Mercedes GLE 2016,air filters,Jacksonville,FL,30.3322,-81.6557,0.32
202,Air Filters for Mercedes GLE 2016,air filters,New York,NY,40.7128,-74.006,0.33
37,Batteries for Mercedes GLE 2016,batteries,San Diego,CA,32.7157,-117.1611,0.32
37,Batteries for Mercedes GLE 2016,batteries,Houston,TX,29.7604,-95.3698,0.32
37,Batteries for Mercedes GLE 2016,batteries,Los Angeles,CA,34.0522,-118.2437,0.32
173,Oil Filters for Mercedes GLE 2016,oil filters,Atlanta,GA,33.749,-84.388,0.32
173,Oil Filters for Mercedes GLE 2016,oil filters,Denver,CO,39.7392,-104.9903,0.32
173,Oil Filters for Mercedes GLE 2016,oil filters,Portland,OR,45.5051,-122.675,0.32
95,Spark Plugs for Mercedes GLE 2016,spark plugs,Austin,TX,30.2672,-97.7431,0.32
95,Spark Plugs for Mercedes GLE 2016,spark plugs,Jacksonville,FL,30.3322,-81.6557,0.32
95,Spark Plugs for Mercedes GLE 2016,spark plugs,San Diego,CA,32.7157,-117.1611,0.33
262,Water Pumps for Mercedes GLE 2016,water pumps,San Jose,CA,37.3382,-121.8863,0.32
262,Water Pumps for Mercedes GLE 2016,water pumps,Houston,TX,29.7604,-95.3698,0.32
262,Water Pumps for Mercedes GLE 2016,water pumps,New York,NY,40.7128,-74.006,0.32
237,Starters for Mercedes GLE 2016,starters,Houston,TX,29.7604,-95.3698,0.32
237,Starters for Mercedes GLE 2016,starters,Atlanta,GA,33.749,-84.388,0.32
237,Starters for Mercedes GLE 2016,starters,Portland,OR,45.5051,-122.675,0.33
277,Fuel Pumps for Mercedes GLE 2016,fuel pumps,San Antonio,TX,29.4241,-98.4936,0.32
277,Fuel Pumps for Mercedes GLE 2016,fuel pumps,Las Vegas,NV,36.1699,-115.1398,0.32
277,Fuel Pumps for Mercedes GLE 2016,fuel pumps,Jacksonville,FL,30.3322,-81.6557,0.32
23,Brakes for Mercedes GLE 2016,brakes,Chicago,IL,41.8781,-87.6298,0.33
23,Brakes for Mercedes GLE 2016,brakes,Portland,OR,45.5051,-122.675,0.32
23,Brakes for Mercedes GLE 2016,brakes,Jacksonville,FL,30.3322,-81.6557,0.32
289,Fuel Pumps for Chevrolet Malibu 2023,fuel pumps,Los Angeles,CA,34.0522,-118.2437,0.32
289,Fuel Pumps for Chevrolet Malibu 2023,fuel pumps,Las Vegas,NV,36.1699,-115.1398,0.32
289,Fuel Pumps for Chevrolet Malibu 2023,fuel pumps,Chicago,IL,41.8781,-87.6298,0.32
276,Fuel Pumps for Ford Focus 2010,fuel pumps,Phoenix,AZ,33.4484,-112.074,0.32
276,Fuel Pumps for Ford Focus 2010,fuel pumps,New York,NY,40.7128,-74.006,0.32
276,Fuel Pumps for Ford Focus 2010,fuel pumps,Austin,TX,30.2672,-97.7431,0.32
125,Tires for Ford Focus 2010,tires,San Jose,CA,37.3382,-121.8863,0.32
125,Tires for Ford Focus 2010,tires,Seattle,WA,47.6062,-122.3321,0.32
125,Tires for Ford Focus 2010,tires,Detroit,MI,42.3314,-83.0458,0.32
210,Air Filters for Hyundai Sonata 2007,air filters,Dallas,TX,32.7767,-96.797,0.32
210,Air Filters for Hyundai Sonata 2007,air filters,San Diego,CA,32.7157,-117.1611,0.32
210,Air Filters for Hyundai Sonata 2007,air filters,Detroit,MI,42.3314,-83.0458,0.32
254,Water Pumps for Chevrolet Malibu 2023,water pumps,San Diego,CA,32.7157,-117.1611,0.32
254,Water Pumps for Chevrolet Malibu 2023,water pumps,Atlanta,GA,33.749,-84.388,0.32
254,Water Pumps for Chevrolet Malibu 2023,water pumps,San Antonio,TX,29.4241,-98.4936,0.32
170,Oil Filters for Chevrolet Malibu 2023,oil filters,Los Angeles,CA,34.0522,-118.2437,0.32
170,Oil Filters for Chevrolet Malibu 2023,oil filters,Houston,TX,29.7604,-95.3698,0.32
170,Oil Filters for Chevrolet Malibu 2023,oil filters,Miami,FL,25.7617,-80.1918,0.32
31,Batteries for Chevrolet Malibu 2023,batteries,Detroit,MI,42.3314,-83.0458,0.32
31,Batteries for Chevrolet Malibu 2023,batteries,Las Vegas,NV,36.1699,-115.1398,0.32
31,Batteries for Chevrolet Malibu 2023,batteries,Houston,TX,29.7604,-95.3698,0.32
110,Spark Plugs for Ford Focus 2010,spark plugs,Seattle,WA,47.6062,-122.3321,0.32
110,Spark Plugs for Ford Focus 2010,spark plugs,Austin,TX,30.2672,-97.7431,0.32
110,Spark Plugs for Ford Focus 2010,spark plugs,Boston,MA,42.3601,-71.0589,0.32
83,Alternators for Chevrolet Malibu 2023,alternators,Los Angeles,CA,34.0522,-118.2437,0.32
83,Alternators for Chevrolet Malibu 2023,alternators,Seattle,WA,47.6062,-122.3321,0.32
83,Alternators for Chevrolet Malibu 2023,alternators,Austin,TX,30.2672,-97.7431,0.32
177,Oil Filters for Hyundai Sonata 2007,oil filters,San Diego,CA,32.7157,-117.1611,0.32
177,Oil Filters for Hyundai Sonata 2007,oil filters,Jacksonville,FL,30.3322,-81.6557,0.32
177,Oil Filters for Hyundai Sonata 2007,oil filters,Portland,OR,45.5051,-122.675,0.32
121,Tires for Hyundai Sonata 2007,tires,Los Angeles,CA,34.0522,-118.2437,0.32
121,Tires for Hyundai Sonata 2007,tires,Philadelphia,PA,39.9526,-75.1652,0.32
121,Tires for Hyundai Sonata 2007,tires,Seattle,WA,47.6062,-122.3321,0.32
287,Fuel Pumps for Hyundai Sonata 2007,fuel pumps,Los Angeles,CA,34.0522,-118.2437,0.32
287,Fuel Pumps for Hyundai Sonata 2007,fuel pumps,Portland,OR,45.5051,-122.675,0.32
287,Fuel Pumps for Hyundai Sonata 2007,fuel pumps,Houston,TX,29.7604,-95.3698,0.32
26,Brakes for Ford Focus 2010,brakes,Houston,TX,29.7604,-95.3698,0.32
26,Brakes for Ford Focus 2010,brakes,Dallas,TX,32.7767,-96.797,0.32
26,Brakes for Ford Focus 2010,brakes,Denver,CO,39.7392,-104.9903,0.32
253,Water Pumps for Ford Focus 2010,water pumps,Jacksonville,FL,30.3322,-81.6557,0.32
253,Water Pumps for Ford Focus 2010,water pumps,Denver,CO,39.7392,-104.9903,0.32
253,Water Pumps for Ford Focus 2010,water pumps,Dallas,TX,32.7767,-96.797,0.32
230,Starters for Chevrolet Malibu 2023,starters,New York,NY,40.7128,-74.006,0.32
230,Starters for Chevrolet Malibu 2023,starters,Seattle,WA,47.6062,-122.3321,0.32
230,Starters for Chevrolet Malibu 2023,starters,Miami,FL,25.7617,-80.1918,0.32
267,Water Pumps for Hyundai Sonata 2007,water pumps,San Antonio,TX,29.4241,-98.4936,0.32
267,Water Pumps for Hyundai Sonata 2007,water pumps,Los Angeles,CA,34.0522,-118.2437,0.32
267,Water Pumps for Hyundai Sonata 2007,water pumps,Austin,TX,30.2672,-97.7431,0.32
61,Alternators for Ford Focus 2010,alternators,Atlanta,GA,33.749,-84.388,0.32
61,Alternators for Ford Focus 2010,alternators,Miami,FL,25.7617,-80.1918,0.32
61,Alternators for Ford Focus 2010,alternators,Houston,TX,29.7604,-95.3698,0.32
